timestamp, cpu_speed_mhz, cpu_tmep_c, ram_speed_kb
2024-07-20T23:57:57.029970526-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.097412283-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.171164209-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.241662896-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.309772618-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.382345216-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.456643386-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.506595757-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.563832600-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.636150934-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.712160660-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.783668770-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.838488144-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.910357789-03:00, 0, (), 8011481088 
2024-07-20T23:57:57.985020971-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.032800380-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.084893889-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.157121960-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.212411686-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.271067875-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.343651063-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.392853854-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.470562994-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.541052652-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.608280854-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.674784239-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.726482096-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.797968391-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.854535604-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.905297595-03:00, 0, (), 8011481088 
2024-07-20T23:57:58.955925533-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.026961131-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.108207527-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.182484765-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.238376073-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.302426334-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.375617579-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.450751996-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.499027517-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.554646529-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.631161990-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.702399550-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.775514894-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.849793829-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.914473769-03:00, 0, (), 8011481088 
2024-07-20T23:57:59.991230154-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.065594236-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.139978429-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.219566894-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.271237279-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.329394089-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.396839999-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.469062285-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.545131021-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.612877099-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.682050046-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.731206560-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.789080343-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.861295215-03:00, 0, (), 8011481088 
2024-07-20T23:58:00.934339637-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.008256558-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.088674252-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.169610163-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.238565158-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.305302709-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.376738780-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.450081876-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.527788617-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.596972900-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.673348064-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.747233400-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.823020317-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.897038177-03:00, 0, (), 8011481088 
2024-07-20T23:58:01.973985238-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.047493437-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.117915628-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.195007541-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.270351846-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.342242230-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.413749795-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.492833783-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.566696715-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.644407927-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.713294518-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.786400658-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.865318319-03:00, 0, (), 8011481088 
2024-07-20T23:58:02.939742316-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.021547472-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.097330976-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.163904909-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.245081130-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.334469911-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.403157617-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.477194474-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.526327750-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.594401002-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.670885151-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.745835216-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.818251116-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.892720617-03:00, 0, (), 8011481088 
2024-07-20T23:58:03.949954647-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.025755141-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.108996262-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.163890589-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.212815767-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.288543305-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.360277150-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.436721439-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.509386512-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.586250168-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.650885164-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.707434403-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.781580959-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.857170490-03:00, 0, (), 8011481088 
2024-07-20T23:58:04.927859741-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.012697464-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.082862381-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.155599560-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.225751128-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.300685217-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.370638309-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.445825963-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.516571009-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.591703053-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.672057043-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.755759967-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.819863213-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.896219020-03:00, 0, (), 8011481088 
2024-07-20T23:58:05.965360963-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.032935384-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.102030668-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.175746486-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.240625609-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.311943147-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.380665873-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.425765024-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.496945022-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.571659105-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.640991061-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.696180718-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.766902561-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.834291601-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.905650935-03:00, 0, (), 8011481088 
2024-07-20T23:58:06.983218458-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.048062272-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.114190679-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.184993261-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.255747190-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.322213376-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.371567971-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.427436110-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.500546107-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.565939460-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.638263259-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.707587594-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.770749651-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.839508526-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.895765057-03:00, 0, (), 8011481088 
2024-07-20T23:58:07.964966150-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.041242586-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.084946821-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.136859680-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.212748145-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.262142108-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.338180818-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.411139460-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.486210829-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.562267538-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.632952750-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.691014217-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.762525362-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.833587729-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.902496556-03:00, 0, (), 8011481088 
2024-07-20T23:58:08.972713316-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.041707369-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.111391733-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.181138067-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.248134185-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.318583430-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.391051200-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.465841859-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.535766516-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.587252364-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.644553347-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.723321541-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.800008158-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.873222218-03:00, 0, (), 8011481088 
2024-07-20T23:58:09.948310360-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.018418472-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.074414616-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.135805344-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.206209264-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.257953845-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.306899316-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.375305431-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.425318452-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.501723008-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.571989636-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.626808112-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.698632926-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.772926728-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.848883113-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.906923706-03:00, 0, (), 8011481088 
2024-07-20T23:58:10.975768321-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.036993580-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.107951175-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.157682708-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.233662708-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.309110805-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.382350311-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.457986589-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.532653238-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.607659069-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.678862097-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.760937609-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.830260369-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.904108164-03:00, 0, (), 8011481088 
2024-07-20T23:58:11.963360036-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.012098113-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.087257255-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.166990381-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.243870769-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.319420627-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.394842074-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.467735967-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.547688008-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.625143105-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.698669131-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.777043211-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.841643512-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.906469790-03:00, 0, (), 8011481088 
2024-07-20T23:58:12.986372148-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.061192546-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.142335639-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.213809969-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.283896500-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.355099467-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.411050305-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.482494718-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.545987469-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.621164960-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.698774720-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.779624367-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.853009323-03:00, 0, (), 8011481088 
2024-07-20T23:58:13.923455364-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.000177901-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.068751694-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.130994712-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.199336373-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.248200729-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.291565691-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.363652621-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.415426879-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.491276190-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.541174703-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.589655001-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.645582072-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.720358302-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.793389734-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.867605539-03:00, 0, (), 8011481088 
2024-07-20T23:58:14.937675911-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.006766091-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.077692493-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.152781892-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.221155144-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.295827835-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.366198815-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.422068107-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.506620207-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.576827182-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.655205311-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.733661879-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.807293910-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.886278960-03:00, 0, (), 8011481088 
2024-07-20T23:58:15.958502309-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.032037544-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.104146754-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.166641596-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.242405875-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.306237048-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.375436829-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.453723682-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.523713435-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.597269554-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.644790132-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.706928515-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.770994410-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.844634836-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.884412688-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.924827739-03:00, 0, (), 8011481088 
2024-07-20T23:58:16.987728893-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.040742828-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.110090965-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.184664397-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.258079125-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.330382746-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.396122312-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.470525197-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.539706924-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.614719539-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.684864970-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.761434604-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.840947921-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.902010975-03:00, 0, (), 8011481088 
2024-07-20T23:58:17.973406198-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.048152331-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.129317952-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.202212912-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.266306556-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.336856059-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.407691923-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.480301713-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.550237390-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.628842733-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.702710806-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.773338872-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.848434219-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.912684557-03:00, 0, (), 8011481088 
2024-07-20T23:58:18.990189034-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.059743180-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.134187579-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.202901746-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.273431348-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.342848219-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.412503610-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.482780944-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.558055554-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.629311093-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.705488394-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.779267147-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.851700075-03:00, 0, (), 8011481088 
2024-07-20T23:58:19.923888321-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.001997648-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.071078246-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.138592-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.195117531-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.244693554-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.310760113-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.365222555-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.413608061-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.488447744-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.537890236-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.623248664-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.697226877-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.771303408-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.818358656-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.883234453-03:00, 0, (), 8011481088 
2024-07-20T23:58:20.949114602-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.027038360-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.083611717-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.163038726-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.237374479-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.293934041-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.348823547-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.406195320-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.478802481-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.531446529-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.597643265-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.671525018-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.714798921-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.791135532-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.839153342-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.894137901-03:00, 0, (), 8011481088 
2024-07-20T23:58:21.944028931-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.017531439-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.088047232-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.141573622-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.208158847-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.265817128-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.335663327-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.409422582-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.467084539-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.539155975-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.596203020-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.668444949-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.745220342-03:00, 0, (), 8011481088 
2024-07-20T23:58:22.828887936-03:00, 0, (), 8011481088 
2024-07-20T23:58:35.815585479-03:00, 0, (), 8011481088 
2024-07-20T23:59:28.211678211-03:00, 0, (), 8011481088 
2024-07-21T00:01:05.640434976-03:00, 0, (), 8011481088 
2024-07-21T00:01:15.720242005-03:00, 0, (), 8011481088 
2024-07-21T00:01:25.796650114-03:00, 0, (), 8011481088 
2024-07-21T00:13:28.177144620-03:00 ,  0,  8011481088 
2024-07-21T00:13:38.185608371-03:00 ,  0,  8011481088 
2024-07-21T00:15:33.195614996-03:00 ,  0,  8011481088 
2024-07-21T00:15:43.210006376-03:00 ,  0,  8011481088 
2024-07-21T00:15:49.854629133-03:00 ,  0,  8011481088 
2024-07-21T00:15:59.863476625-03:00 ,  0,  8011481088 
2024-07-21T00:16:09.874027629-03:00 ,  0,  8011481088 
2024-07-21T00:16:19.885058549-03:00 ,  0,  8011481088 
2024-07-21T00:16:29.893419012-03:00 ,  0,  8011481088 
2024-07-21T00:16:39.904483085-03:00 ,  0,  8011481088 
2024-07-21T00:16:49.913704569-03:00 ,  0,  8011481088 
2024-07-21T00:16:59.922111144-03:00 ,  0,  8011481088 
2024-07-21T00:17:09.930590115-03:00 ,  0,  8011481088 
